[2022-03-31 08:03:56] local.ERROR: [Product] a0e4b3a3-c388-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (a0e4b3a3-c388-11eb-9c48-d89ef3099164, ?, ?, 963837, 2022-03-31 08:03:44, 2022-03-31 08:03:44))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a9381-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a9381-bfd3-11eb-9c48-d89ef3099164, 13, ?, 1237120071L, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a9382-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a9382-bfd3-11eb-9c48-d89ef3099164, 13, ?, 1237120071M, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a9383-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a9383-bfd3-11eb-9c48-d89ef3099164, 13, ?, 1237120071S, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 240669f3-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (240669f3-bfd3-11eb-9c48-d89ef3099164, 13, ?, 1234848503XL, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 240669f4-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (240669f4-bfd3-11eb-9c48-d89ef3099164, 13, ?, 1234848503XS, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a9388-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a9388-bfd3-11eb-9c48-d89ef3099164, 13, ?, 1237348503L, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a9389-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a9389-bfd3-11eb-9c48-d89ef3099164, 13, ?, 1237348503M, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a938a-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a938a-bfd3-11eb-9c48-d89ef3099164, 13, ?, 1237348503S, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] c2681169-bfd2-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (c2681169-bfd2-11eb-9c48-d89ef3099164, 13, ?, 1229608059XL, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] c268116a-bfd2-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (c268116a-bfd2-11eb-9c48-d89ef3099164, 13, ?, 1229608059L, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] c268116b-bfd2-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (c268116b-bfd2-11eb-9c48-d89ef3099164, 13, ?, 1229608059M, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] c2681168-bfd2-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (c2681168-bfd2-11eb-9c48-d89ef3099164, 13, ?, 1229608059S, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8d5bd07c-bfd2-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8d5bd07c-bfd2-11eb-9c48-d89ef3099164, 13, ?, 1229117004XL, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8d5bd07d-bfd2-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8d5bd07d-bfd2-11eb-9c48-d89ef3099164, 13, ?, 1229117004XS, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8d5bd079-bfd2-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8d5bd079-bfd2-11eb-9c48-d89ef3099164, 13, ?, 1229117004L, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8d5bd07a-bfd2-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8d5bd07a-bfd2-11eb-9c48-d89ef3099164, 13, ?, 1229117004M, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8d5bd07b-bfd2-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8d5bd07b-bfd2-11eb-9c48-d89ef3099164, 13, ?, 1229117004S, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8d5bd07f-bfd2-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8d5bd07f-bfd2-11eb-9c48-d89ef3099164, 13, ?, 1229118197XL, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8d5bd07e-bfd2-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8d5bd07e-bfd2-11eb-9c48-d89ef3099164, 13, ?, 1229118197XS, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8d5bd082-bfd2-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8d5bd082-bfd2-11eb-9c48-d89ef3099164, 13, ?, 1229118197L, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8d5bd081-bfd2-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8d5bd081-bfd2-11eb-9c48-d89ef3099164, 13, ?, 1229118197M, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8d5bd080-bfd2-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8d5bd080-bfd2-11eb-9c48-d89ef3099164, 13, ?, 1229118197S, 2022-03-31 08:03:47, 2022-03-31 08:03:47))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a936d-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a936d-bfd3-11eb-9c48-d89ef3099164, 17, ?, 1236850000L, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a936e-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a936e-bfd3-11eb-9c48-d89ef3099164, 17, ?, 1236850000M, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a936f-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a936f-bfd3-11eb-9c48-d89ef3099164, 17, ?, 1236850000S, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a9370-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a9370-bfd3-11eb-9c48-d89ef3099164, 17, ?, 1236850000XS, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a938e-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a938e-bfd3-11eb-9c48-d89ef3099164, 23, ?, 1237358503XS, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a938b-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a938b-bfd3-11eb-9c48-d89ef3099164, 23, ?, 1237358503L, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a938c-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a938c-bfd3-11eb-9c48-d89ef3099164, 23, ?, 1237358503M, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a938d-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a938d-bfd3-11eb-9c48-d89ef3099164, 23, ?, 1237358503S, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a93a7-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a93a7-bfd3-11eb-9c48-d89ef3099164, 23, ?, 1237758126L, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a93a8-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a93a8-bfd3-11eb-9c48-d89ef3099164, 23, ?, 1237758126M, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a93a9-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a93a9-bfd3-11eb-9c48-d89ef3099164, 23, ?, 1237758126S, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a93aa-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a93aa-bfd3-11eb-9c48-d89ef3099164, 23, ?, 1237758126XS, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a9410-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a9410-bfd3-11eb-9c48-d89ef3099164, 24, ?, 1240721066L, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a9411-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a9411-bfd3-11eb-9c48-d89ef3099164, 24, ?, 1240721066M, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a9412-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a9412-bfd3-11eb-9c48-d89ef3099164, 24, ?, 1240721066S, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a9413-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a9413-bfd3-11eb-9c48-d89ef3099164, 24, ?, 1240721066XL, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 5a0a9414-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (5a0a9414-bfd3-11eb-9c48-d89ef3099164, 24, ?, 1240721066XS, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8fcadd2e-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8fcadd2e-bfd3-11eb-9c48-d89ef3099164, 24, ?, 124256850325, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8fcadd2f-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8fcadd2f-bfd3-11eb-9c48-d89ef3099164, 24, ?, 124256850326, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8fcadd30-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8fcadd30-bfd3-11eb-9c48-d89ef3099164, 24, ?, 124256850327, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8fcadd31-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8fcadd31-bfd3-11eb-9c48-d89ef3099164, 24, ?, 124256850328, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8fcadd32-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8fcadd32-bfd3-11eb-9c48-d89ef3099164, 24, ?, 124256850329, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8fcadd33-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8fcadd33-bfd3-11eb-9c48-d89ef3099164, 24, ?, 124256850330, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8fcadd2b-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8fcadd2b-bfd3-11eb-9c48-d89ef3099164, 24, ?, 124256850331, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8fcadd2c-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8fcadd2c-bfd3-11eb-9c48-d89ef3099164, 24, ?, 124256850332, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8fcadd2d-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8fcadd2d-bfd3-11eb-9c48-d89ef3099164, 24, ?, 124256850334, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8fcadd47-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8fcadd47-bfd3-11eb-9c48-d89ef3099164, 6, ?, 12428885032528, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8fcadd45-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8fcadd45-bfd3-11eb-9c48-d89ef3099164, 6, ?, 12428885032628, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8fcadd46-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8fcadd46-bfd3-11eb-9c48-d89ef3099164, 6, ?, 12428885032728, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8fcadd44-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8fcadd44-bfd3-11eb-9c48-d89ef3099164, 6, ?, 12428885032828, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8fcadd43-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8fcadd43-bfd3-11eb-9c48-d89ef3099164, 6, ?, 12428885032928, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8fcadd41-bfd3-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8fcadd41-bfd3-11eb-9c48-d89ef3099164, 6, ?, 12428885033028, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
